,func_before,type_label,CWE ID
9653,"using namespace std;

namespace REDACTED_Integer_Overflow__unsigned_int_max_multiply_74
{



void REDACTEDSink(map<int, unsigned int> dataMap)
{

    unsigned int data = dataMap[2];
    if(data > 0)
    {

        unsigned int result = data * 2;
        printUnsignedLine(result);
    }
}
}
",C,CWE-190
9654,"using namespace std;

namespace REDACTED_Integer_Overflow__int_connect_socket_add_73
{




void REDACTEDSink(list<int> dataList);

void REDACTED()
{
    int data;
    list<int> dataList;

    data = 0;
    {

        WSADATA wsaData;
        int wsaDataInit = 0;

        int recvResult;
        struct sockaddr_in service;
        SOCKET connectSocket = (SOCKET)(~0);
        char inputBuffer[(3 * sizeof(data) + 2)];
        do
        {

            if (WSAStartup(((WORD)(((BYTE)(((DWORD_PTR)(2)) & 0xff)) | ((WORD)((BYTE)(((DWORD_PTR)(2)) & 0xff))) << 8)), &wsaData) != 0L)
            {
                break;
            }
            wsaDataInit = 1;


            connectSocket = socket(2, 1, IPPROTO_TCP);
            if (connectSocket == (SOCKET)(~0))
            {
                break;
            }
            memset(&service, 0, sizeof(service));
            service.sin_family = 2;
            service.sin_addr.S_un.S_addr = inet_addr(""127.0.0.1"");
            service.sin_port = htons(27015);
            if (connect(connectSocket, (struct sockaddr*)&service, sizeof(service)) == (-1))
            {
                break;
            }


            recvResult = recv(connectSocket, inputBuffer, (3 * sizeof(data) + 2) - 1, 0);
            if (recvResult == (-1) || recvResult == 0)
            {
                break;
            }

            inputBuffer[recvResult] = '\0';

            data = atoi(inputBuffer);
        }
        while (0);
        if (connectSocket != (SOCKET)(~0))
        {
            closesocket(connectSocket);
        }

        if (wsaDataInit)
        {
            WSACleanup();
        }

    }

    dataList.push_back(data);
    dataList.push_back(data);
    dataList.push_back(data);
    REDACTEDSink(dataList);
}
}
using namespace REDACTED_Integer_Overflow__int_connect_socket_add_73;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9655,"void FILENAME_REDACTED()
{
    int data;

    data = 0;
    if(globalFive==5)
    {
        {

            WSADATA wsaData;
            int wsaDataInit = 0;

            int recvResult;
            struct sockaddr_in service;
            SOCKET listenSocket = (SOCKET)(~0);
            SOCKET acceptSocket = (SOCKET)(~0);
            char inputBuffer[(3 * sizeof(data) + 2)];
            do
            {

                if (WSAStartup(((WORD)(((BYTE)(((DWORD_PTR)(2)) & 0xff)) | ((WORD)((BYTE)(((DWORD_PTR)(2)) & 0xff))) << 8)), &wsaData) != 0L)
                {
                    break;
                }
                wsaDataInit = 1;


                listenSocket = socket(2, 1, IPPROTO_TCP);
                if (listenSocket == (SOCKET)(~0))
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = 2;
                service.sin_addr.S_un.S_addr = (ULONG)0x00000000;
                service.sin_port = htons(27015);
                if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == (-1))
                {
                    break;
                }
                if (listen(listenSocket, 5) == (-1))
                {
                    break;
                }
                acceptSocket = accept(listenSocket, ((void*)0), ((void*)0));
                if (acceptSocket == (-1))
                {
                    break;
                }

                recvResult = recv(acceptSocket, inputBuffer, (3 * sizeof(data) + 2) - 1, 0);
                if (recvResult == (-1) || recvResult == 0)
                {
                    break;
                }

                inputBuffer[recvResult] = '\0';

                data = atoi(inputBuffer);
            }
            while (0);
            if (listenSocket != (SOCKET)(~0))
            {
                closesocket(listenSocket);
            }
            if (acceptSocket != (SOCKET)(~0))
            {
                closesocket(acceptSocket);
            }

            if (wsaDataInit)
            {
                WSACleanup();
            }

        }
    }
    if(globalFive==5)
    {
        if(data > 0)
        {

            int result = data * 2;
            printIntLine(result);
        }
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9656,"void FILENAME_REDACTED()
{
    unsigned int data;
    data = 0;
    if(5==5)
    {

        data = 0xffffffff;
    }
    if(5==5)
    {
        if(data > 0)
        {

            unsigned int result = data * 2;
            printUnsignedLine(result);
        }
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9657,"static const int STATIC_CONST_TRUE = 1;
static const int STATIC_CONST_FALSE = 0;



void FILENAME_REDACTED()
{
    short data;
    data = 0;
    if(STATIC_CONST_TRUE)
    {

        data = (short)((int)(rand() & 1 ? (((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) : -(((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) - 1));
    }
    if(STATIC_CONST_TRUE)
    {
        {

            short result = data * data;
            printIntLine(result);
        }
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9658,"void REDACTED_Integer_Overflow__char_fscanf_add_52c_REDACTEDSink(char data);

void FILENAME_REDACTEDSink(char data)
{
    REDACTED_Integer_Overflow__char_fscanf_add_52c_REDACTEDSink(data);
}
",C,CWE-190
9659,"static int64_t REDACTEDSource(int64_t data)
{

    data = (int64_t)((int64_t)(rand() & 1 ? (((uint64_t)rand()<<60) ^ ((uint64_t)rand()<<45) ^ ((uint64_t)rand()<<30) ^ ((uint64_t)rand()<<15) ^ rand()) : -(((uint64_t)rand()<<60) ^ ((uint64_t)rand()<<45) ^ ((uint64_t)rand()<<30) ^ ((uint64_t)rand()<<15) ^ rand()) - 1));
    return data;
}

void FILENAME_REDACTED()
{
    int64_t data;
    data = 0LL;
    data = REDACTEDSource(data);
    {

        ++data;
        int64_t result = data;
        printLongLongLine(result);
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9660,"using namespace std;

namespace REDACTED_Integer_Overflow__int_rand_square_73
{



void REDACTEDSink(list<int> dataList)
{

    int data = dataList.back();
    {

        int result = data * data;
        printIntLine(result);
    }
}
}
",C,CWE-190
9661,"void REDACTED_Integer_Overflow__char_max_preinc_54c_REDACTEDSink(char data);

void FILENAME_REDACTEDSink(char data)
{
    REDACTED_Integer_Overflow__char_max_preinc_54c_REDACTEDSink(data);
}
",C,CWE-190
9662,"void REDACTED_Integer_Overflow__unsigned_int_fscanf_multiply_63b_REDACTEDSink(unsigned int * dataPtr);

void REDACTED_Integer_Overflow__unsigned_int_fscanf_multiply_63_REDACTED()
{
    unsigned int data;
    data = 0;

    fscanf ((__acrt_iob_func(0)), ""%u"", &data);
    REDACTED_Integer_Overflow__unsigned_int_fscanf_multiply_63b_REDACTEDSink(&data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Integer_Overflow__unsigned_int_fscanf_multiply_63_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9663,"char REDACTED_Integer_Overflow__char_fscanf_square_61b_REDACTEDSource(char data);

void REDACTED_Integer_Overflow__char_fscanf_square_61_REDACTED()
{
    char data;
    data = ' ';
    data = REDACTED_Integer_Overflow__char_fscanf_square_61b_REDACTEDSource(data);
    {

        char result = data * data;
        printHexCharLine(result);
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Integer_Overflow__char_fscanf_square_61_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9664,"void REDACTED_Integer_Overflow__int_connect_socket_preinc_51b_REDACTEDSink(int data);

void REDACTED_Integer_Overflow__int_connect_socket_preinc_51_REDACTED()
{
    int data;

    data = 0;
    {

        WSADATA wsaData;
        int wsaDataInit = 0;

        int recvResult;
        struct sockaddr_in service;
        SOCKET connectSocket = (SOCKET)(~0);
        char inputBuffer[(3 * sizeof(data) + 2)];
        do
        {

            if (WSAStartup(((WORD)(((BYTE)(((DWORD_PTR)(2)) & 0xff)) | ((WORD)((BYTE)(((DWORD_PTR)(2)) & 0xff))) << 8)), &wsaData) != 0L)
            {
                break;
            }
            wsaDataInit = 1;


            connectSocket = socket(2, 1, IPPROTO_TCP);
            if (connectSocket == (SOCKET)(~0))
            {
                break;
            }
            memset(&service, 0, sizeof(service));
            service.sin_family = 2;
            service.sin_addr.S_un.S_addr = inet_addr(""127.0.0.1"");
            service.sin_port = htons(27015);
            if (connect(connectSocket, (struct sockaddr*)&service, sizeof(service)) == (-1))
            {
                break;
            }


            recvResult = recv(connectSocket, inputBuffer, (3 * sizeof(data) + 2) - 1, 0);
            if (recvResult == (-1) || recvResult == 0)
            {
                break;
            }

            inputBuffer[recvResult] = '\0';

            data = atoi(inputBuffer);
        }
        while (0);
        if (connectSocket != (SOCKET)(~0))
        {
            closesocket(connectSocket);
        }

        if (wsaDataInit)
        {
            WSACleanup();
        }

    }
    REDACTED_Integer_Overflow__int_connect_socket_preinc_51b_REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Integer_Overflow__int_connect_socket_preinc_51_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9665,"void REDACTED_Integer_Overflow__int_connect_socket_square_53d_REDACTEDSink(int data);

void FILENAME_REDACTEDSink(int data)
{
    REDACTED_Integer_Overflow__int_connect_socket_square_53d_REDACTEDSink(data);
}
",C,CWE-190
9666,"void REDACTED_Integer_Overflow__int_max_add_53d_REDACTEDSink(int data);

void FILENAME_REDACTEDSink(int data)
{
    REDACTED_Integer_Overflow__int_max_add_53d_REDACTEDSink(data);
}
",C,CWE-190
9667,"void REDACTED_Integer_Overflow__char_rand_preinc_52b_REDACTEDSink(char data);

void REDACTED_Integer_Overflow__char_rand_preinc_52_REDACTED()
{
    char data;
    data = ' ';

    data = (char)((int)(rand() & 1 ? (((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) : -(((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) - 1));
    REDACTED_Integer_Overflow__char_rand_preinc_52b_REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Integer_Overflow__char_rand_preinc_52_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9668,"void FILENAME_REDACTED()
{
    int data;

    data = 0;
    goto source;
source:
    {

        WSADATA wsaData;
        int wsaDataInit = 0;

        int recvResult;
        struct sockaddr_in service;
        SOCKET listenSocket = (SOCKET)(~0);
        SOCKET acceptSocket = (SOCKET)(~0);
        char inputBuffer[(3 * sizeof(data) + 2)];
        do
        {

            if (WSAStartup(((WORD)(((BYTE)(((DWORD_PTR)(2)) & 0xff)) | ((WORD)((BYTE)(((DWORD_PTR)(2)) & 0xff))) << 8)), &wsaData) != 0L)
            {
                break;
            }
            wsaDataInit = 1;


            listenSocket = socket(2, 1, IPPROTO_TCP);
            if (listenSocket == (SOCKET)(~0))
            {
                break;
            }
            memset(&service, 0, sizeof(service));
            service.sin_family = 2;
            service.sin_addr.S_un.S_addr = (ULONG)0x00000000;
            service.sin_port = htons(27015);
            if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == (-1))
            {
                break;
            }
            if (listen(listenSocket, 5) == (-1))
            {
                break;
            }
            acceptSocket = accept(listenSocket, ((void*)0), ((void*)0));
            if (acceptSocket == (-1))
            {
                break;
            }

            recvResult = recv(acceptSocket, inputBuffer, (3 * sizeof(data) + 2) - 1, 0);
            if (recvResult == (-1) || recvResult == 0)
            {
                break;
            }

            inputBuffer[recvResult] = '\0';

            data = atoi(inputBuffer);
        }
        while (0);
        if (listenSocket != (SOCKET)(~0))
        {
            closesocket(listenSocket);
        }
        if (acceptSocket != (SOCKET)(~0))
        {
            closesocket(acceptSocket);
        }

        if (wsaDataInit)
        {
            WSACleanup();
        }

    }
    goto sink;
sink:
    if(data > 0)
    {

        int result = data * 2;
        printIntLine(result);
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9669,"namespace REDACTED_Integer_Overflow__int64_t_rand_square_62
{



void REDACTEDSource(int64_t &data)
{

    data = (int64_t)((int64_t)(rand() & 1 ? (((uint64_t)rand()<<60) ^ ((uint64_t)rand()<<45) ^ ((uint64_t)rand()<<30) ^ ((uint64_t)rand()<<15) ^ rand()) : -(((uint64_t)rand()<<60) ^ ((uint64_t)rand()<<45) ^ ((uint64_t)rand()<<30) ^ ((uint64_t)rand()<<15) ^ rand()) - 1));
}
}
",C,CWE-190
9670,"void REDACTED_Integer_Overflow__short_fscanf_postinc_65b_REDACTEDSink(short data);

void REDACTED_Integer_Overflow__short_fscanf_postinc_65_REDACTED()
{
    short data;

    void (*funcPtr) (short) = REDACTED_Integer_Overflow__short_fscanf_postinc_65b_REDACTEDSink;
    data = 0;

    fscanf ((__acrt_iob_func(0)), ""%hd"", &data);

    funcPtr(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Integer_Overflow__short_fscanf_postinc_65_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9671,"static void REDACTEDSink(int data)
{
    {

        data++;
        int result = data;
        printIntLine(result);
    }
}

void FILENAME_REDACTED()
{
    int data;

    void (*funcPtr) (int) = REDACTEDSink;

    data = 0;

    fscanf((__acrt_iob_func(0)), ""%d"", &data);

    funcPtr(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9672,"static void REDACTEDSink(int data)
{
    {

        ++data;
        int result = data;
        printIntLine(result);
    }
}

void FILENAME_REDACTED()
{
    int data;

    data = 0;

    data = 2147483647;
    REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9673,"void FILENAME_REDACTEDSink(short data)
{
    {

        short result = data * data;
        printIntLine(result);
    }
}
",C,CWE-190
9674,"int FILENAME_REDACTEDSource(int data)
{

    fscanf((__acrt_iob_func(0)), ""%d"", &data);
    return data;
}
",C,CWE-190
9675,"void REDACTED_Integer_Overflow__char_rand_multiply_54d_REDACTEDSink(char data);

void FILENAME_REDACTEDSink(char data)
{
    REDACTED_Integer_Overflow__char_rand_multiply_54d_REDACTEDSink(data);
}
",C,CWE-190
9676,"void FILENAME_REDACTED()
{
    int data;

    data = 0;
    if(5==5)
    {

        data = 2147483647;
    }
    if(5==5)
    {
        {

            int result = data * data;
            printIntLine(result);
        }
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9677,"void REDACTED_Integer_Overflow__char_rand_preinc_53c_REDACTEDSink(char data);

void FILENAME_REDACTEDSink(char data)
{
    REDACTED_Integer_Overflow__char_rand_preinc_53c_REDACTEDSink(data);
}
",C,CWE-190
9678,"void FILENAME_REDACTED()
{
    int64_t data;
    data = 0LL;
    if(1)
    {

        fscanf ((__acrt_iob_func(0)), ""%"" ""lld"", &data);
    }
    if(1)
    {
        {

            int64_t result = data + 1;
            printLongLongLine(result);
        }
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9679,"static void REDACTEDSink(char data)
{
    if(data > 0)
    {

        char result = data * 2;
        printHexCharLine(result);
    }
}

void FILENAME_REDACTED()
{
    char data;
    data = ' ';

    data = (char)((int)(rand() & 1 ? (((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) : -(((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) - 1));
    REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9680,"namespace FILENAME
{
FILENAME_REDACTED::FILENAME_REDACTED(unsigned int dataCopy)
{
    data = dataCopy;

    fscanf ((__acrt_iob_func(0)), ""%u"", &data);
}

FILENAME_REDACTED::~FILENAME_REDACTED()
{
    {

        unsigned int result = data + 1;
        printUnsignedLine(result);
    }
}
}
",C,CWE-190
9681,"static void REDACTEDSink(char data)
{
    {

        char result = data + 1;
        printHexCharLine(result);
    }
}

void FILENAME_REDACTED()
{
    char data;
    data = ' ';

    data = (char)((int)(rand() & 1 ? (((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) : -(((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) - 1));
    REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9682,"extern int REDACTED_Integer_Overflow__char_fscanf_square_22_REDACTEDGlobal;

void REDACTED_Integer_Overflow__char_fscanf_square_22_REDACTEDSink(char data)
{
    if(REDACTED_Integer_Overflow__char_fscanf_square_22_REDACTEDGlobal)
    {
        {

            char result = data * data;
            printHexCharLine(result);
        }
    }
}
",C,CWE-190
9683,"short REDACTED_Integer_Overflow__short_max_postinc_68_REDACTEDData;
short REDACTED_Integer_Overflow__short_max_postinc_68_REDACTEDREDACTEDData;
short REDACTED_Integer_Overflow__short_max_postinc_68_REDACTEDB2GData;




void REDACTED_Integer_Overflow__short_max_postinc_68b_REDACTEDSink();

void REDACTED_Integer_Overflow__short_max_postinc_68_REDACTED()
{
    short data;
    data = 0;

    data = 32767;
    REDACTED_Integer_Overflow__short_max_postinc_68_REDACTEDData = data;
    REDACTED_Integer_Overflow__short_max_postinc_68b_REDACTEDSink();
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Integer_Overflow__short_max_postinc_68_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9684,"namespace REDACTED_Integer_Overflow__int64_t_fscanf_add_83
{



void REDACTED()
{
    int64_t data;
    data = 0LL;
    REDACTED_Integer_Overflow__int64_t_fscanf_add_83_REDACTED REDACTEDObject(data);
}
}
using namespace REDACTED_Integer_Overflow__int64_t_fscanf_add_83;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9685,"void REDACTED_Integer_Overflow__int_connect_socket_postinc_53d_REDACTEDSink(int data);

void FILENAME_REDACTEDSink(int data)
{
    REDACTED_Integer_Overflow__int_connect_socket_postinc_53d_REDACTEDSink(data);
}
",C,CWE-190
9686,"void REDACTED_Integer_Overflow__short_fscanf_preinc_53d_REDACTEDSink(short data);

void FILENAME_REDACTEDSink(short data)
{
    REDACTED_Integer_Overflow__short_fscanf_preinc_53d_REDACTEDSink(data);
}
",C,CWE-190
9687,"static int REDACTEDSource(int data)
{
    {
        char inputBuffer[(3 * sizeof(data) + 2)] = """";

        if (fgets(inputBuffer, (3 * sizeof(data) + 2), (__acrt_iob_func(0))) != ((void*)0))
        {

            data = atoi(inputBuffer);
        }
        else
        {
            printLine(""fgets() failed."");
        }
    }
    return data;
}

void FILENAME_REDACTED()
{
    int data;

    data = 0;
    data = REDACTEDSource(data);
    {

        int result = data * data;
        printIntLine(result);
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9688,"void FILENAME_REDACTED()
{
    int data;

    data = 0;
    if(globalTrue)
    {

        fscanf((__acrt_iob_func(0)), ""%d"", &data);
    }
    if(globalTrue)
    {
        {

            data++;
            int result = data;
            printIntLine(result);
        }
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9689,"void FILENAME_REDACTED()
{
    int64_t data;
    data = 0LL;
    switch(6)
    {
    case 6:

        data = 9223372036854775807i64;
        break;
    default:

        printLine(""Benign, fixed string"");
        break;
    }
    switch(7)
    {
    case 7:
    {

        int64_t result = data + 1;
        printLongLongLine(result);
    }
    break;
    default:

        printLine(""Benign, fixed string"");
        break;
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9690,"void FILENAME_REDACTED()
{
    int data;

    data = 0;
    if(globalTrue)
    {
        {
            char inputBuffer[(3 * sizeof(data) + 2)] = """";

            if (fgets(inputBuffer, (3 * sizeof(data) + 2), (__acrt_iob_func(0))) != ((void*)0))
            {

                data = atoi(inputBuffer);
            }
            else
            {
                printLine(""fgets() failed."");
            }
        }
    }
    if(globalTrue)
    {
        if(data > 0)
        {

            int result = data * 2;
            printIntLine(result);
        }
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9691,"static short REDACTEDSource(short data)
{

    data = (short)((int)(rand() & 1 ? (((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) : -(((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) - 1));
    return data;
}

void FILENAME_REDACTED()
{
    short data;
    data = 0;
    data = REDACTEDSource(data);
    if(data > 0)
    {

        short result = data * 2;
        printIntLine(result);
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9692,"void REDACTED_Integer_Overflow__short_rand_add_54e_REDACTEDSink(short data);

void FILENAME_REDACTEDSink(short data)
{
    REDACTED_Integer_Overflow__short_rand_add_54e_REDACTEDSink(data);
}
",C,CWE-190
9693,"void REDACTED_Integer_Overflow__char_rand_preinc_54e_REDACTEDSink(char data);

void FILENAME_REDACTEDSink(char data)
{
    REDACTED_Integer_Overflow__char_rand_preinc_54e_REDACTEDSink(data);
}
",C,CWE-190
9694,"static void REDACTEDSink(char data)
{
    {

        data++;
        char result = data;
        printHexCharLine(result);
    }
}

void FILENAME_REDACTED()
{
    char data;
    data = ' ';

    data = (char)((int)(rand() & 1 ? (((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) : -(((unsigned)rand()<<30) ^ ((unsigned)rand()<<15) ^ rand()) - 1));
    REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9695,"unsigned int REDACTED_Integer_Overflow__unsigned_int_fscanf_add_68_REDACTEDData;
unsigned int REDACTED_Integer_Overflow__unsigned_int_fscanf_add_68_REDACTEDREDACTEDData;
unsigned int REDACTED_Integer_Overflow__unsigned_int_fscanf_add_68_REDACTEDB2GData;




void REDACTED_Integer_Overflow__unsigned_int_fscanf_add_68b_REDACTEDSink();

void REDACTED_Integer_Overflow__unsigned_int_fscanf_add_68_REDACTED()
{
    unsigned int data;
    data = 0;

    fscanf ((__acrt_iob_func(0)), ""%u"", &data);
    REDACTED_Integer_Overflow__unsigned_int_fscanf_add_68_REDACTEDData = data;
    REDACTED_Integer_Overflow__unsigned_int_fscanf_add_68b_REDACTEDSink();
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Integer_Overflow__unsigned_int_fscanf_add_68_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9696,"void FILENAME_REDACTEDSink(int * dataPtr)
{
    int data = *dataPtr;
    {

        ++data;
        int result = data;
        printIntLine(result);
    }
}
",C,CWE-190
9697,"static int staticTrue = 1;
static int staticFalse = 0;



void FILENAME_REDACTED()
{
    int data;

    data = 0;
    if(staticTrue)
    {

        fscanf((__acrt_iob_func(0)), ""%d"", &data);
    }
    if(staticTrue)
    {
        {

            int result = data * data;
            printIntLine(result);
        }
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9698,"short FILENAME_REDACTEDSource(short data)
{

    fscanf ((__acrt_iob_func(0)), ""%hd"", &data);
    return data;
}
",C,CWE-190
9699,"typedef struct _REDACTED_Integer_Overflow__int_connect_socket_postinc_67_structType
{
    int structFirst;
} REDACTED_Integer_Overflow__int_connect_socket_postinc_67_structType;



void FILENAME_REDACTEDSink(REDACTED_Integer_Overflow__int_connect_socket_postinc_67_structType myStruct)
{
    int data = myStruct.structFirst;
    {

        data++;
        int result = data;
        printIntLine(result);
    }
}
",C,CWE-190
9700,"int64_t REDACTED_Integer_Overflow__int64_t_max_multiply_61b_REDACTEDSource(int64_t data);

void REDACTED_Integer_Overflow__int64_t_max_multiply_61_REDACTED()
{
    int64_t data;
    data = 0LL;
    data = REDACTED_Integer_Overflow__int64_t_max_multiply_61b_REDACTEDSource(data);
    if(data > 0)
    {

        int64_t result = data * 2;
        printLongLongLine(result);
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Integer_Overflow__int64_t_max_multiply_61_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
9701,"namespace REDACTED_Integer_Overflow__unsigned_int_fscanf_multiply_84
{



void REDACTED()
{
    unsigned int data;
    data = 0;
    REDACTED_Integer_Overflow__unsigned_int_fscanf_multiply_84_REDACTED * REDACTEDObject = new REDACTED_Integer_Overflow__unsigned_int_fscanf_multiply_84_REDACTED(data);
    delete REDACTEDObject;
}
}
using namespace REDACTED_Integer_Overflow__unsigned_int_fscanf_multiply_84;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-190
